pm25,pm10,no2,so2,co,o3,new_case,new_death
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Heavy,Trace,Heavy,True,False
IT3,IT4,Trace,Heavy,Moderate,Heavy,False,False
IT2,IT3,Moderate,Heavy,Moderate,Moderate,False,False
IT3,IT4,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Moderate,Heavy,Moderate,Moderate,False,False
AQG,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,True,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Trace,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,True,False
AQG,AQG,Trace,Moderate,Trace,Heavy,False,False
AQG,AQG,Trace,Moderate,Trace,Moderate,False,False
AQG,AQG,Trace,Moderate,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Moderate,Heavy,False,False
IT4,AQG,Trace,Moderate,Moderate,Heavy,False,False
IT4,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Moderate,Heavy,Trace,True,False
IT4,AQG,Trace,Moderate,Moderate,Trace,False,False
IT3,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Moderate,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Trace,True,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,IT4,Trace,Trace,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Moderate,Heavy,False,False
IT3,IT3,Trace,Moderate,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT3,IT4,Trace,Trace,Heavy,Heavy,False,False
IT3,IT3,Trace,Trace,Heavy,Heavy,False,False
IT3,IT3,Trace,Trace,Heavy,Heavy,True,False
IT4,AQG,Trace,Trace,Heavy,Heavy,False,False
IT4,AQG,Trace,Trace,Heavy,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Moderate,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Trace,False,False
AQG,AQG,Trace,Trace,Trace,Trace,True,False
IT4,AQG,Trace,Trace,Trace,Trace,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Moderate,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Heavy,Trace,Heavy,True,False
IT3,IT4,Trace,Heavy,Moderate,Heavy,False,False
IT2,IT3,Moderate,Heavy,Moderate,Moderate,False,False
IT3,IT4,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Moderate,Heavy,Moderate,Moderate,False,False
AQG,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,True,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Trace,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,True,False
AQG,AQG,Trace,Moderate,Trace,Heavy,False,False
AQG,AQG,Trace,Moderate,Trace,Moderate,False,False
AQG,AQG,Trace,Moderate,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Moderate,Heavy,False,False
IT4,AQG,Trace,Moderate,Moderate,Heavy,False,False
IT4,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Moderate,Heavy,Trace,True,False
IT4,AQG,Trace,Moderate,Moderate,Trace,False,False
IT3,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Moderate,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Trace,True,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,IT4,Trace,Trace,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Moderate,Heavy,False,False
IT3,IT3,Trace,Moderate,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT3,IT4,Trace,Trace,Heavy,Heavy,False,False
IT3,IT3,Trace,Trace,Heavy,Heavy,False,False
IT3,IT3,Trace,Trace,Heavy,Heavy,True,False
IT4,AQG,Trace,Trace,Heavy,Heavy,False,False
IT4,AQG,Trace,Trace,Heavy,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Moderate,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Trace,False,False
AQG,AQG,Trace,Trace,Trace,Trace,True,False
IT4,AQG,Trace,Trace,Trace,Trace,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Moderate,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Heavy,Trace,Heavy,True,False
IT3,IT4,Trace,Heavy,Moderate,Heavy,False,False
IT2,IT3,Moderate,Heavy,Moderate,Moderate,False,False
IT3,IT4,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Moderate,Heavy,Moderate,Moderate,False,False
AQG,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,True,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Trace,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,True,False
AQG,AQG,Trace,Moderate,Trace,Heavy,False,False
AQG,AQG,Trace,Moderate,Trace,Moderate,False,False
AQG,AQG,Trace,Moderate,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Moderate,Heavy,False,False
IT4,AQG,Trace,Moderate,Moderate,Heavy,False,False
IT4,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Moderate,Heavy,Trace,True,False
IT4,AQG,Trace,Moderate,Moderate,Trace,False,False
IT3,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Moderate,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Trace,True,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,IT4,Trace,Trace,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Moderate,Heavy,False,False
IT3,IT3,Trace,Moderate,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT3,IT4,Trace,Trace,Heavy,Heavy,False,False
IT3,IT3,Trace,Trace,Heavy,Heavy,False,False
IT3,IT3,Trace,Trace,Heavy,Heavy,True,False
IT4,AQG,Trace,Trace,Heavy,Heavy,False,False
IT4,AQG,Trace,Trace,Heavy,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Moderate,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Trace,False,False
AQG,AQG,Trace,Trace,Trace,Trace,True,False
IT4,AQG,Trace,Trace,Trace,Trace,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Moderate,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Heavy,Trace,Heavy,True,False
IT3,IT4,Trace,Heavy,Moderate,Heavy,False,False
IT2,IT3,Moderate,Heavy,Moderate,Moderate,False,False
IT3,IT4,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Moderate,Heavy,Moderate,Moderate,False,False
AQG,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,True,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Trace,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,True,False
AQG,AQG,Trace,Moderate,Trace,Heavy,False,False
AQG,AQG,Trace,Moderate,Trace,Moderate,False,False
AQG,AQG,Trace,Moderate,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Moderate,Heavy,False,False
IT4,AQG,Trace,Moderate,Moderate,Heavy,False,False
IT4,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Moderate,Heavy,Trace,True,False
IT4,AQG,Trace,Moderate,Moderate,Trace,False,False
IT3,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Moderate,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Trace,True,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,IT4,Trace,Trace,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Moderate,Heavy,False,False
IT3,IT3,Trace,Moderate,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT3,IT4,Trace,Trace,Heavy,Heavy,False,False
IT3,IT3,Trace,Trace,Heavy,Heavy,False,False
IT3,IT3,Trace,Trace,Heavy,Heavy,True,False
IT4,AQG,Trace,Trace,Heavy,Heavy,False,False
IT4,AQG,Trace,Trace,Heavy,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Moderate,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Trace,False,False
AQG,AQG,Trace,Trace,Trace,Trace,True,False
IT4,AQG,Trace,Trace,Trace,Trace,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Moderate,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Heavy,Trace,Heavy,True,False
IT3,IT4,Trace,Heavy,Moderate,Heavy,False,False
IT2,IT3,Moderate,Heavy,Moderate,Moderate,False,False
IT3,IT4,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Moderate,Heavy,Moderate,Moderate,False,False
AQG,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,True,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Trace,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,True,False
AQG,AQG,Trace,Moderate,Trace,Heavy,False,False
AQG,AQG,Trace,Moderate,Trace,Moderate,False,False
AQG,AQG,Trace,Moderate,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Moderate,Heavy,False,False
IT4,AQG,Trace,Moderate,Moderate,Heavy,False,False
IT4,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Moderate,Heavy,Trace,True,False
IT4,AQG,Trace,Moderate,Moderate,Trace,False,False
IT3,AQG,Trace,Moderate,Moderate,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Moderate,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Trace,True,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,IT4,Trace,Trace,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Trace,Heavy,False,False
IT4,AQG,Trace,Heavy,Moderate,Heavy,False,False
IT3,IT3,Trace,Moderate,Moderate,Heavy,True,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,IT4,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,True,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Heavy,False,False
IT3,IT4,Trace,Trace,Heavy,Heavy,False,False
IT3,IT3,Trace,Trace,Heavy,Heavy,False,False
IT3,IT3,Trace,Trace,Heavy,Heavy,True,False
IT4,AQG,Trace,Trace,Heavy,Heavy,False,False
IT4,AQG,Trace,Trace,Heavy,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
IT4,AQG,Moderate,Trace,Moderate,Heavy,False,False
IT4,AQG,Trace,Trace,Moderate,Heavy,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
AQG,AQG,Trace,Trace,Trace,Trace,False,False
AQG,AQG,Trace,Trace,Trace,Trace,True,False
IT4,AQG,Trace,Trace,Trace,Trace,False,False
AQG,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Moderate,Trace,Moderate,False,False
IT4,AQG,Trace,Trace,Trace,Moderate,False,False
IT4,AQG,Trace,Heavy,Trace,Heavy,True,False
IT3,IT4,Trace,Heavy,Moderate,Heavy,False,False
IT2,IT3,Moderate,Heavy,Moderate,Moderate,False,False
IT3,IT4,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Moderate,Heavy,Moderate,Moderate,False,False
AQG,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,True,False
IT4,AQG,Trace,Heavy,Moderate,Moderate,False,False
IT4,AQG,Trace,Moderate,Moderate,Moderate,False,False
